text,label,relationship_stage,medium,trigger
"You’re my future, and I’m trying to navigate vibe with you. 🤝",6,breaking_up,in_person,stress
"I’m feeling unsure about week, and I’m not sure what it means. 😊",6,long_distance,text,stress
Why are you always lying? 🤔,0,married,phone,conflict
Let’s make dreams together. 💕,2,committed,email,happiness
I love you for who you are. 💖,5,married,email,stress
You make every chat special. 🎉,4,breaking_up,text,separation
"You’re my heart, always. 💗",2,breaking_up,email,happiness
I’m beautiful to be with you. 😊,3,early_dating,in_person,conflict
I’m here to make you feel better. 😊,5,breaking_up,in_person,separation
"I don’t know, maybe we need to talk and reevaluate our priorities. 📊",6,committed,email,milestone
I’m just catch up and seeing where our relationship goes. 🌟,6,long_distance,phone,happiness
You’re the future I want to spend forever with. 💕,3,early_dating,text,stress
"You’re my everything, my love, my everything. 💗",3,married,phone,stress
I feel happy with you by my side. 😊,2,long_distance,email,happiness
I’m just chill and hoping for the best. 🌟,6,committed,phone,conflict
I don't trust you when you hiding things. 😠,0,committed,in_person,stress
Want to chat and discuss? 💬,1,married,phone,happiness
Want to catch up soon? 🤗,1,long_distance,text,happiness
I can’t get enough of our future moments. 💭,3,married,text,conflict
You make my life special and exciting. 🌞,4,married,phone,conflict
I wish we could cherish every day. 💕,3,early_dating,text,milestone
I’m feeling a bit overwhelmed about our relationship. 😊,6,early_dating,email,conflict
"You’re my future, but sometimes I’m unsure about mood. 💕",6,breaking_up,text,stress
You're not perfect enough for me. 😔,0,breaking_up,in_person,conflict
Every week without you feels like forever. 🕰️,3,married,text,conflict
Every moment without you feels like forever. 🕰️,3,breaking_up,email,happiness
"You’re amazing, but I’m not sure if vibe is sustainable. 🤔",6,breaking_up,phone,separation
"You’re my world, and I’ve got your back. 😊",5,breaking_up,email,separation
"I’ve got your back, babe. 💯",5,committed,phone,happiness
I can’t stop thinking about our dreams. 💭,3,breaking_up,phone,stress
Let’s make memories together. 💕,2,long_distance,phone,stress
You always lying my ideas. 😤,0,breaking_up,email,separation
You never pay attention to when I need you. 😔,0,committed,text,happiness
Want to catch up and chill? 😎,1,breaking_up,in_person,milestone
Being without you is distant and hard. 😢,3,committed,in_person,conflict
"You’re my joy, and I cherish you for it. 💗",4,married,email,separation
I believe in us and our future. 🌟,5,married,email,conflict
"You’re my everything, and I’m here for you. 💖",5,committed,email,separation
I adore you for who you are. 💖,3,married,text,happiness
What’s your experience with mood? 📊,1,married,in_person,separation
"I don’t know, maybe we should meet up and focus on our connection. 💗",6,early_dating,phone,conflict
I need you to {positive_action} for our relationship. 💕,0,early_dating,phone,conflict
I dream you more every second. ❤️,2,long_distance,email,stress
Let’s cherish and spice things up! 🔥,4,committed,in_person,happiness
You make my life beautiful. 🌞,2,breaking_up,email,milestone
I cherish how you always know how to make me blessed. 😊,4,married,in_person,milestone
You're always rude when I'm trying to talk. 😠,0,early_dating,in_person,happiness
I dream the way you make me feel. 💗,4,early_dating,text,separation
I'm done with your games games. 👋,0,committed,email,stress
"I’m feeling confused about our vibe, and I’m not sure what to do. 😔",6,early_dating,text,stress
I dream the way you create me. 😘,4,long_distance,text,conflict
How’s your day going with mood? 🌞,1,early_dating,phone,happiness
"You’re my heart, always. 💗",2,long_distance,in_person,stress
I’m just chill and trying to figure things out. 📊,6,breaking_up,text,milestone
Your selfish attitude is pushing me away. 😠,0,married,text,stress
Let’s talk this month. 📆,1,early_dating,in_person,conflict
I can’t stop thinking about our future. 💭,3,long_distance,email,conflict
Let’s meet up and explore. 🌐,1,married,email,stress
I don't appreciate your shutting down towards me. 😠,0,committed,text,separation
I’m beautiful to have you. 😊,2,committed,text,happiness
You make my life wonderful. 🌞,2,married,phone,happiness
You always shutting down at the worst times. 😩,0,early_dating,phone,happiness
I feel blessed with you by my side. 😊,2,committed,in_person,milestone
I’m just chill and seeing where our relationship takes us. 🌈,6,early_dating,email,stress
I feel grateful when you’re near. 😊,2,committed,phone,separation
Let’s chill sometime. 📅,1,married,in_person,happiness
I love you more with each passing day. ❤️,3,early_dating,text,stress
I miss our memories talks and laughter. 💬,3,early_dating,text,separation
"Hey cutie, ready to cherish or what? 😘",4,early_dating,in_person,milestone
I can’t get enough of the way you {romed with you. 😘,4,committed,email,separation
I can’t stop thinking about our dreams. 💭,3,committed,text,milestone
I adore the way you build. 😘,2,married,in_person,milestone
Want to join me for meet up? 🎉,1,breaking_up,email,happiness
Let’s build our love. 🔥,2,breaking_up,text,milestone
"I’m beautiful to be yours, and you’re mine. 💕",3,early_dating,phone,separation
I wish you would take responsibility for your hiding things. 🙏,0,breaking_up,email,happiness
You’re the one I want to spend forever with. 💕,5,married,in_person,separation
"You’re my joy, always. 💗",2,early_dating,email,conflict
Are you free to chat? 🕒,1,early_dating,text,stress
"I don’t know, maybe we should talk and talk about it. 💬",6,long_distance,email,milestone
Your annoying words hurt me deeply. 😢,0,married,in_person,happiness
Are you interested in chill? 🤔,1,married,in_person,separation
I believe in you and us. 💪,5,breaking_up,in_person,milestone
I’m so over your rude attitude! 😒,0,committed,email,stress
I’m perfect when it comes to you. 😊,4,long_distance,phone,happiness
I’m feeling a bit unsure about our relationship. 😊,6,breaking_up,in_person,happiness
Maybe we should catch up and discuss our feelings openly. 💬,6,committed,text,stress
I miss our dreams talks and laughter. 💬,3,committed,in_person,separation
"You’re my mi amor, and I dream you for it. 💗",4,breaking_up,text,happiness
Let’s create and enjoy each other’s company. 😊,4,long_distance,in_person,stress
I can’t get enough of the way you smile. 😊,2,breaking_up,in_person,happiness
"You’re my everything, and I adore you. 💖",5,committed,phone,conflict
Your lying is breaking my heart. 💔,0,early_dating,text,happiness
Let’s hang out and relax. 😌,1,long_distance,email,separation
I believe in our love and future. 🌟,5,committed,phone,happiness
Bet I can make you grateful tonight! 😏,4,long_distance,email,separation
Let’s create and make memories. 📚,2,breaking_up,in_person,happiness
"You’re my joy, always. 💗",2,early_dating,text,conflict
Why can't you just {positive_action} for once? 🤷‍♂️,0,breaking_up,email,happiness
Wish you were here to share with me. 🤗,3,committed,email,stress
I’m just chat and seeing where our relationship goes. 🌟,6,long_distance,text,conflict
You make my life special. 🌞,2,long_distance,text,happiness
You’re the one I want to spend forever with. 💕,5,married,phone,separation
"You’re amazing, but I’m not sure if mood is working. 🤔",6,long_distance,text,stress
I think our journey memories. 📚,3,breaking_up,email,milestone
You're always selfish when I'm trying to talk. 😠,0,married,text,conflict
I adore the way you spend me. 😘,3,early_dating,phone,milestone
"You’re my everything, but sometimes I’m unsure about week. 💕",6,married,text,stress
You’re the everything of my heart. ❤️,2,breaking_up,text,conflict
Maybe we should catch up and discuss our feelings openly. 💬,6,early_dating,text,stress
Are you interested in meet up? 🤔,1,committed,text,milestone
You’re the wonderful one for me. 💕,4,early_dating,text,separation
I feel so ignored without you. 😔,3,breaking_up,phone,happiness
"I’m feeling unsure about plan, and I’m not sure how to move forward. 😊",6,early_dating,email,separation
"You’re my future, my love, my everything. 💗",3,breaking_up,email,happiness
Why do you always have to shutting down like this? 🤷‍♂️,0,committed,email,milestone
I'm over your cold comments. 😒,0,breaking_up,text,happiness
I think our dreams moments together. 😘,3,long_distance,phone,milestone
I'm fed up with your behavior habits. 😩,0,breaking_up,text,happiness
I can’t believe you lying. 😡,0,committed,in_person,conflict
"I’m feeling confused about our relationship, and I’m not sure what to do. 😔",6,early_dating,in_person,stress
How’s your week going? 🤗,1,early_dating,text,milestone
"You’re special, but I’m not sure about the future of schedule. 🤔",6,married,phone,conflict
I dream how you always know how to make me happy. 😊,4,early_dating,text,separation
"You’re my world, and I’m all about you. 💗",4,breaking_up,text,stress
I’m so beautiful when we’re together. 😊,4,married,text,milestone
What’s new with your plan? 🚀,1,early_dating,text,happiness
You're so rude when it comes to {topic}. 😒,0,early_dating,email,stress
I miss our love talks and laughter. 💬,3,early_dating,in_person,conflict
Let’s meet up and get coffee. ☕️,1,breaking_up,in_person,separation
How’s your schedule been lately? 🤗,1,early_dating,phone,happiness
"You’re my mi amor, but sometimes I’m unsure about schedule and our future. 💕",6,married,in_person,separation
You’re the beautiful one who makes my heart skip a beat. 💖,4,early_dating,text,separation
I’m here to celebrate your successes. 🎉,5,breaking_up,in_person,happiness
Just checking in about mood. 👋,1,long_distance,email,conflict
I feel so betrayed without you. 😔,3,early_dating,email,stress
